Data,Produto/Categoria,Registros do Dia,Média Esperada,Setor,Prioridade
26/08/2025,Eletrônicos (Laptops),66,80,Vendas,CRÍTICA
26/08/2025,Acessórios (Cabos/Baterias),283,250,Logística,NORMAL
26/08/2025,Linha Branca (Washing Machines),58,20,Vendas,NORMAL
26/08/2025,Total faturado (USD),15034,15000,Financeiro,NORMAL
26/08/2025,Suporte (Tickets),36,30,Atendimento,NORMAL
26/08/2025,Tempo de Entrega (Horas),63,24,Logística,NORMAL
26/08/2025,Novos Leads B2B,11,15,Marketing,URGENTE
26/08/2025,Disponibilidade Site (%),84,99,TI,CRÍTICA
27/08/2025,Eletrônicos (Laptops),57,80,Vendas,URGENTE
27/08/2025,Acessórios (Cabos/Baterias),231,250,Logística,URGENTE
27/08/2025,Linha Branca (Washing Machines),16,20,Vendas,ALERTA
27/08/2025,Total faturado (USD),14961,15000,Financeiro,ALERTA
27/08/2025,Suporte (Tickets),32,30,Atendimento,NORMAL
27/08/2025,Tempo de Entrega (Horas),18,24,Logística,URGENTE
27/08/2025,Novos Leads B2B,51,15,Marketing,NORMAL
27/08/2025,Disponibilidade Site (%),120,99,TI,NORMAL
28/08/2025,Eletrônicos (Laptops),128,80,Vendas,NORMAL
28/08/2025,Acessórios (Cabos/Baterias),233,250,Logística,CRÍTICA
28/08/2025,Linha Branca (Washing Machines),55,20,Vendas,NORMAL
28/08/2025,Total faturado (USD),15046,15000,Financeiro,NORMAL
28/08/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
28/08/2025,Tempo de Entrega (Horas),65,24,Logística,NORMAL
28/08/2025,Novos Leads B2B,51,15,Marketing,NORMAL
28/08/2025,Disponibilidade Site (%),123,99,TI,NORMAL
29/08/2025,Eletrônicos (Laptops),102,80,Vendas,NORMAL
29/08/2025,Acessórios (Cabos/Baterias),250,250,Logística,ALERTA
29/08/2025,Linha Branca (Washing Machines),61,20,Vendas,NORMAL
29/08/2025,Total faturado (USD),10676,15000,Financeiro,ALERTA
29/08/2025,Suporte (Tickets),76,30,Atendimento,NORMAL
29/08/2025,Tempo de Entrega (Horas),18,24,Logística,ALERTA
29/08/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
29/08/2025,Disponibilidade Site (%),71,99,TI,ALERTA
30/08/2025,Eletrônicos (Laptops),72,80,Vendas,ALERTA
30/08/2025,Acessórios (Cabos/Baterias),292,250,Logística,NORMAL
30/08/2025,Linha Branca (Washing Machines),16,20,Vendas,ALERTA
30/08/2025,Total faturado (USD),15006,15000,Financeiro,NORMAL
30/08/2025,Suporte (Tickets),61,30,Atendimento,NORMAL
30/08/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
30/08/2025,Novos Leads B2B,13,15,Marketing,CRÍTICA
30/08/2025,Disponibilidade Site (%),94,99,TI,CRÍTICA
31/08/2025,Eletrônicos (Laptops),59,80,Vendas,ALERTA
31/08/2025,Acessórios (Cabos/Baterias),219,250,Logística,URGENTE
31/08/2025,Linha Branca (Washing Machines),19,20,Vendas,URGENTE
31/08/2025,Total faturado (USD),15030,15000,Financeiro,NORMAL
31/08/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
31/08/2025,Tempo de Entrega (Horas),17,24,Logística,ALERTA
31/08/2025,Novos Leads B2B,39,15,Marketing,NORMAL
31/08/2025,Disponibilidade Site (%),111,99,TI,NORMAL
01/09/2025,Eletrônicos (Laptops),87,80,Vendas,NORMAL
01/09/2025,Acessórios (Cabos/Baterias),273,250,Logística,NORMAL
01/09/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
01/09/2025,Total faturado (USD),10663,15000,Financeiro,URGENTE
01/09/2025,Suporte (Tickets),68,30,Atendimento,NORMAL
01/09/2025,Tempo de Entrega (Horas),23,24,Logística,URGENTE
01/09/2025,Novos Leads B2B,12,15,Marketing,CRÍTICA
01/09/2025,Disponibilidade Site (%),107,99,TI,NORMAL
02/09/2025,Eletrônicos (Laptops),72,80,Vendas,URGENTE
02/09/2025,Acessórios (Cabos/Baterias),241,250,Logística,CRÍTICA
02/09/2025,Linha Branca (Washing Machines),19,20,Vendas,ALERTA
02/09/2025,Total faturado (USD),12625,15000,Financeiro,URGENTE
02/09/2025,Suporte (Tickets),43,30,Atendimento,NORMAL
02/09/2025,Tempo de Entrega (Horas),40,24,Logística,NORMAL
02/09/2025,Novos Leads B2B,24,15,Marketing,NORMAL
02/09/2025,Disponibilidade Site (%),131,99,TI,NORMAL
03/09/2025,Eletrônicos (Laptops),88,80,Vendas,NORMAL
03/09/2025,Acessórios (Cabos/Baterias),176,250,Logística,URGENTE
03/09/2025,Linha Branca (Washing Machines),60,20,Vendas,NORMAL
03/09/2025,Total faturado (USD),15015,15000,Financeiro,NORMAL
03/09/2025,Suporte (Tickets),26,30,Atendimento,CRÍTICA
03/09/2025,Tempo de Entrega (Horas),24,24,Logística,CRÍTICA
03/09/2025,Novos Leads B2B,49,15,Marketing,NORMAL
03/09/2025,Disponibilidade Site (%),112,99,TI,NORMAL
04/09/2025,Eletrônicos (Laptops),67,80,Vendas,CRÍTICA
04/09/2025,Acessórios (Cabos/Baterias),260,250,Logística,NORMAL
04/09/2025,Linha Branca (Washing Machines),19,20,Vendas,CRÍTICA
04/09/2025,Total faturado (USD),15023,15000,Financeiro,NORMAL
04/09/2025,Suporte (Tickets),26,30,Atendimento,URGENTE
04/09/2025,Tempo de Entrega (Horas),70,24,Logística,NORMAL
04/09/2025,Novos Leads B2B,45,15,Marketing,NORMAL
04/09/2025,Disponibilidade Site (%),85,99,TI,URGENTE
05/09/2025,Eletrônicos (Laptops),69,80,Vendas,ALERTA
05/09/2025,Acessórios (Cabos/Baterias),239,250,Logística,ALERTA
05/09/2025,Linha Branca (Washing Machines),58,20,Vendas,NORMAL
05/09/2025,Total faturado (USD),15047,15000,Financeiro,NORMAL
05/09/2025,Suporte (Tickets),67,30,Atendimento,NORMAL
05/09/2025,Tempo de Entrega (Horas),19,24,Logística,ALERTA
05/09/2025,Novos Leads B2B,14,15,Marketing,CRÍTICA
05/09/2025,Disponibilidade Site (%),81,99,TI,ALERTA
06/09/2025,Eletrônicos (Laptops),57,80,Vendas,URGENTE
06/09/2025,Acessórios (Cabos/Baterias),225,250,Logística,URGENTE
06/09/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
06/09/2025,Total faturado (USD),14573,15000,Financeiro,CRÍTICA
06/09/2025,Suporte (Tickets),28,30,Atendimento,URGENTE
06/09/2025,Tempo de Entrega (Horas),61,24,Logística,NORMAL
06/09/2025,Novos Leads B2B,11,15,Marketing,URGENTE
06/09/2025,Disponibilidade Site (%),109,99,TI,NORMAL
07/09/2025,Eletrônicos (Laptops),70,80,Vendas,CRÍTICA
07/09/2025,Acessórios (Cabos/Baterias),264,250,Logística,NORMAL
07/09/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
07/09/2025,Total faturado (USD),11145,15000,Financeiro,URGENTE
07/09/2025,Suporte (Tickets),29,30,Atendimento,URGENTE
07/09/2025,Tempo de Entrega (Horas),20,24,Logística,CRÍTICA
07/09/2025,Novos Leads B2B,41,15,Marketing,NORMAL
07/09/2025,Disponibilidade Site (%),114,99,TI,NORMAL
08/09/2025,Eletrônicos (Laptops),88,80,Vendas,NORMAL
08/09/2025,Acessórios (Cabos/Baterias),262,250,Logística,NORMAL
08/09/2025,Linha Branca (Washing Machines),17,20,Vendas,URGENTE
08/09/2025,Total faturado (USD),10764,15000,Financeiro,CRÍTICA
08/09/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
08/09/2025,Tempo de Entrega (Horas),41,24,Logística,NORMAL
08/09/2025,Novos Leads B2B,50,15,Marketing,NORMAL
08/09/2025,Disponibilidade Site (%),127,99,TI,NORMAL
09/09/2025,Eletrônicos (Laptops),57,80,Vendas,URGENTE
09/09/2025,Acessórios (Cabos/Baterias),191,250,Logística,ALERTA
09/09/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
09/09/2025,Total faturado (USD),14201,15000,Financeiro,ALERTA
09/09/2025,Suporte (Tickets),30,30,Atendimento,ALERTA
09/09/2025,Tempo de Entrega (Horas),18,24,Logística,CRÍTICA
09/09/2025,Novos Leads B2B,13,15,Marketing,URGENTE
09/09/2025,Disponibilidade Site (%),123,99,TI,NORMAL
10/09/2025,Eletrônicos (Laptops),68,80,Vendas,CRÍTICA
10/09/2025,Acessórios (Cabos/Baterias),285,250,Logística,NORMAL
10/09/2025,Linha Branca (Washing Machines),20,20,Vendas,CRÍTICA
10/09/2025,Total faturado (USD),15047,15000,Financeiro,NORMAL
10/09/2025,Suporte (Tickets),44,30,Atendimento,NORMAL
10/09/2025,Tempo de Entrega (Horas),18,24,Logística,CRÍTICA
10/09/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
10/09/2025,Disponibilidade Site (%),87,99,TI,ALERTA
11/09/2025,Eletrônicos (Laptops),118,80,Vendas,NORMAL
11/09/2025,Acessórios (Cabos/Baterias),180,250,Logística,URGENTE
11/09/2025,Linha Branca (Washing Machines),16,20,Vendas,URGENTE
11/09/2025,Total faturado (USD),15038,15000,Financeiro,NORMAL
11/09/2025,Suporte (Tickets),29,30,Atendimento,URGENTE
11/09/2025,Tempo de Entrega (Horas),18,24,Logística,CRÍTICA
11/09/2025,Novos Leads B2B,12,15,Marketing,ALERTA
11/09/2025,Disponibilidade Site (%),97,99,TI,ALERTA
12/09/2025,Eletrônicos (Laptops),57,80,Vendas,ALERTA
12/09/2025,Acessórios (Cabos/Baterias),205,250,Logística,ALERTA
12/09/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
12/09/2025,Total faturado (USD),15040,15000,Financeiro,NORMAL
12/09/2025,Suporte (Tickets),28,30,Atendimento,CRÍTICA
12/09/2025,Tempo de Entrega (Horas),22,24,Logística,CRÍTICA
12/09/2025,Novos Leads B2B,13,15,Marketing,ALERTA
12/09/2025,Disponibilidade Site (%),94,99,TI,URGENTE
13/09/2025,Eletrônicos (Laptops),122,80,Vendas,NORMAL
13/09/2025,Acessórios (Cabos/Baterias),291,250,Logística,NORMAL
13/09/2025,Linha Branca (Washing Machines),19,20,Vendas,CRÍTICA
13/09/2025,Total faturado (USD),13748,15000,Financeiro,URGENTE
13/09/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
13/09/2025,Tempo de Entrega (Horas),41,24,Logística,NORMAL
13/09/2025,Novos Leads B2B,16,15,Marketing,NORMAL
13/09/2025,Disponibilidade Site (%),81,99,TI,URGENTE
14/09/2025,Eletrônicos (Laptops),72,80,Vendas,URGENTE
14/09/2025,Acessórios (Cabos/Baterias),221,250,Logística,ALERTA
14/09/2025,Linha Branca (Washing Machines),22,20,Vendas,NORMAL
14/09/2025,Total faturado (USD),12786,15000,Financeiro,URGENTE
14/09/2025,Suporte (Tickets),29,30,Atendimento,URGENTE
14/09/2025,Tempo de Entrega (Horas),21,24,Logística,ALERTA
14/09/2025,Novos Leads B2B,13,15,Marketing,ALERTA
14/09/2025,Disponibilidade Site (%),96,99,TI,CRÍTICA
15/09/2025,Eletrônicos (Laptops),118,80,Vendas,NORMAL
15/09/2025,Acessórios (Cabos/Baterias),264,250,Logística,NORMAL
15/09/2025,Linha Branca (Washing Machines),19,20,Vendas,ALERTA
15/09/2025,Total faturado (USD),15022,15000,Financeiro,NORMAL
15/09/2025,Suporte (Tickets),27,30,Atendimento,ALERTA
15/09/2025,Tempo de Entrega (Horas),23,24,Logística,ALERTA
15/09/2025,Novos Leads B2B,11,15,Marketing,ALERTA
15/09/2025,Disponibilidade Site (%),88,99,TI,URGENTE
16/09/2025,Eletrônicos (Laptops),103,80,Vendas,NORMAL
16/09/2025,Acessórios (Cabos/Baterias),220,250,Logística,URGENTE
16/09/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
16/09/2025,Total faturado (USD),14222,15000,Financeiro,CRÍTICA
16/09/2025,Suporte (Tickets),35,30,Atendimento,NORMAL
16/09/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
16/09/2025,Novos Leads B2B,11,15,Marketing,ALERTA
16/09/2025,Disponibilidade Site (%),92,99,TI,CRÍTICA
17/09/2025,Eletrônicos (Laptops),128,80,Vendas,NORMAL
17/09/2025,Acessórios (Cabos/Baterias),254,250,Logística,NORMAL
17/09/2025,Linha Branca (Washing Machines),19,20,Vendas,ALERTA
17/09/2025,Total faturado (USD),10956,15000,Financeiro,CRÍTICA
17/09/2025,Suporte (Tickets),28,30,Atendimento,ALERTA
17/09/2025,Tempo de Entrega (Horas),17,24,Logística,ALERTA
17/09/2025,Novos Leads B2B,23,15,Marketing,NORMAL
17/09/2025,Disponibilidade Site (%),125,99,TI,NORMAL
18/09/2025,Eletrônicos (Laptops),114,80,Vendas,NORMAL
18/09/2025,Acessórios (Cabos/Baterias),295,250,Logística,NORMAL
18/09/2025,Linha Branca (Washing Machines),45,20,Vendas,NORMAL
18/09/2025,Total faturado (USD),15027,15000,Financeiro,NORMAL
18/09/2025,Suporte (Tickets),70,30,Atendimento,NORMAL
18/09/2025,Tempo de Entrega (Horas),27,24,Logística,NORMAL
18/09/2025,Novos Leads B2B,11,15,Marketing,CRÍTICA
18/09/2025,Disponibilidade Site (%),105,99,TI,NORMAL
19/09/2025,Eletrônicos (Laptops),104,80,Vendas,NORMAL
19/09/2025,Acessórios (Cabos/Baterias),283,250,Logística,NORMAL
19/09/2025,Linha Branca (Washing Machines),36,20,Vendas,NORMAL
19/09/2025,Total faturado (USD),14975,15000,Financeiro,ALERTA
19/09/2025,Suporte (Tickets),28,30,Atendimento,URGENTE
19/09/2025,Tempo de Entrega (Horas),23,24,Logística,ALERTA
19/09/2025,Novos Leads B2B,15,15,Marketing,URGENTE
19/09/2025,Disponibilidade Site (%),113,99,TI,NORMAL
20/09/2025,Eletrônicos (Laptops),64,80,Vendas,ALERTA
20/09/2025,Acessórios (Cabos/Baterias),275,250,Logística,NORMAL
20/09/2025,Linha Branca (Washing Machines),25,20,Vendas,NORMAL
20/09/2025,Total faturado (USD),10590,15000,Financeiro,URGENTE
20/09/2025,Suporte (Tickets),21,30,Atendimento,URGENTE
20/09/2025,Tempo de Entrega (Horas),17,24,Logística,ALERTA
20/09/2025,Novos Leads B2B,32,15,Marketing,NORMAL
20/09/2025,Disponibilidade Site (%),141,99,TI,NORMAL
21/09/2025,Eletrônicos (Laptops),75,80,Vendas,ALERTA
21/09/2025,Acessórios (Cabos/Baterias),299,250,Logística,NORMAL
21/09/2025,Linha Branca (Washing Machines),20,20,Vendas,URGENTE
21/09/2025,Total faturado (USD),14117,15000,Financeiro,CRÍTICA
21/09/2025,Suporte (Tickets),39,30,Atendimento,NORMAL
21/09/2025,Tempo de Entrega (Horas),69,24,Logística,NORMAL
21/09/2025,Novos Leads B2B,14,15,Marketing,ALERTA
21/09/2025,Disponibilidade Site (%),95,99,TI,URGENTE
22/09/2025,Eletrônicos (Laptops),108,80,Vendas,NORMAL
22/09/2025,Acessórios (Cabos/Baterias),235,250,Logística,URGENTE
22/09/2025,Linha Branca (Washing Machines),19,20,Vendas,ALERTA
22/09/2025,Total faturado (USD),14854,15000,Financeiro,ALERTA
22/09/2025,Suporte (Tickets),43,30,Atendimento,NORMAL
22/09/2025,Tempo de Entrega (Horas),20,24,Logística,ALERTA
22/09/2025,Novos Leads B2B,12,15,Marketing,ALERTA
22/09/2025,Disponibilidade Site (%),91,99,TI,CRÍTICA
23/09/2025,Eletrônicos (Laptops),59,80,Vendas,URGENTE
23/09/2025,Acessórios (Cabos/Baterias),254,250,Logística,NORMAL
23/09/2025,Linha Branca (Washing Machines),18,20,Vendas,ALERTA
23/09/2025,Total faturado (USD),11146,15000,Financeiro,ALERTA
23/09/2025,Suporte (Tickets),25,30,Atendimento,URGENTE
23/09/2025,Tempo de Entrega (Horas),21,24,Logística,ALERTA
23/09/2025,Novos Leads B2B,13,15,Marketing,CRÍTICA
23/09/2025,Disponibilidade Site (%),106,99,TI,NORMAL
24/09/2025,Eletrônicos (Laptops),100,80,Vendas,NORMAL
24/09/2025,Acessórios (Cabos/Baterias),223,250,Logística,URGENTE
24/09/2025,Linha Branca (Washing Machines),31,20,Vendas,NORMAL
24/09/2025,Total faturado (USD),15039,15000,Financeiro,NORMAL
24/09/2025,Suporte (Tickets),24,30,Atendimento,ALERTA
24/09/2025,Tempo de Entrega (Horas),22,24,Logística,URGENTE
24/09/2025,Novos Leads B2B,13,15,Marketing,ALERTA
24/09/2025,Disponibilidade Site (%),148,99,TI,NORMAL
25/09/2025,Eletrônicos (Laptops),59,80,Vendas,CRÍTICA
25/09/2025,Acessórios (Cabos/Baterias),228,250,Logística,CRÍTICA
25/09/2025,Linha Branca (Washing Machines),20,20,Vendas,CRÍTICA
25/09/2025,Total faturado (USD),14167,15000,Financeiro,ALERTA
25/09/2025,Suporte (Tickets),71,30,Atendimento,NORMAL
25/09/2025,Tempo de Entrega (Horas),20,24,Logística,ALERTA
25/09/2025,Novos Leads B2B,47,15,Marketing,NORMAL
25/09/2025,Disponibilidade Site (%),115,99,TI,NORMAL
26/09/2025,Eletrônicos (Laptops),74,80,Vendas,CRÍTICA
26/09/2025,Acessórios (Cabos/Baterias),256,250,Logística,NORMAL
26/09/2025,Linha Branca (Washing Machines),60,20,Vendas,NORMAL
26/09/2025,Total faturado (USD),15021,15000,Financeiro,NORMAL
26/09/2025,Suporte (Tickets),23,30,Atendimento,ALERTA
26/09/2025,Tempo de Entrega (Horas),60,24,Logística,NORMAL
26/09/2025,Novos Leads B2B,52,15,Marketing,NORMAL
26/09/2025,Disponibilidade Site (%),77,99,TI,CRÍTICA
27/09/2025,Eletrônicos (Laptops),119,80,Vendas,NORMAL
27/09/2025,Acessórios (Cabos/Baterias),179,250,Logística,URGENTE
27/09/2025,Linha Branca (Washing Machines),17,20,Vendas,ALERTA
27/09/2025,Total faturado (USD),15035,15000,Financeiro,NORMAL
27/09/2025,Suporte (Tickets),23,30,Atendimento,ALERTA
27/09/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
27/09/2025,Novos Leads B2B,14,15,Marketing,ALERTA
27/09/2025,Disponibilidade Site (%),74,99,TI,URGENTE
28/09/2025,Eletrônicos (Laptops),76,80,Vendas,CRÍTICA
28/09/2025,Acessórios (Cabos/Baterias),207,250,Logística,URGENTE
28/09/2025,Linha Branca (Washing Machines),55,20,Vendas,NORMAL
28/09/2025,Total faturado (USD),15028,15000,Financeiro,NORMAL
28/09/2025,Suporte (Tickets),27,30,Atendimento,URGENTE
28/09/2025,Tempo de Entrega (Horas),24,24,Logística,URGENTE
28/09/2025,Novos Leads B2B,22,15,Marketing,NORMAL
28/09/2025,Disponibilidade Site (%),80,99,TI,URGENTE
29/09/2025,Eletrônicos (Laptops),70,80,Vendas,ALERTA
29/09/2025,Acessórios (Cabos/Baterias),218,250,Logística,URGENTE
29/09/2025,Linha Branca (Washing Machines),68,20,Vendas,NORMAL
29/09/2025,Total faturado (USD),14153,15000,Financeiro,CRÍTICA
29/09/2025,Suporte (Tickets),67,30,Atendimento,NORMAL
29/09/2025,Tempo de Entrega (Horas),19,24,Logística,ALERTA
29/09/2025,Novos Leads B2B,12,15,Marketing,CRÍTICA
29/09/2025,Disponibilidade Site (%),132,99,TI,NORMAL
30/09/2025,Eletrônicos (Laptops),70,80,Vendas,URGENTE
30/09/2025,Acessórios (Cabos/Baterias),223,250,Logística,CRÍTICA
30/09/2025,Linha Branca (Washing Machines),70,20,Vendas,NORMAL
30/09/2025,Total faturado (USD),10672,15000,Financeiro,ALERTA
30/09/2025,Suporte (Tickets),43,30,Atendimento,NORMAL
30/09/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
30/09/2025,Novos Leads B2B,13,15,Marketing,URGENTE
30/09/2025,Disponibilidade Site (%),79,99,TI,CRÍTICA
01/10/2025,Eletrônicos (Laptops),109,80,Vendas,NORMAL
01/10/2025,Acessórios (Cabos/Baterias),247,250,Logística,CRÍTICA
01/10/2025,Linha Branca (Washing Machines),20,20,Vendas,CRÍTICA
01/10/2025,Total faturado (USD),15004,15000,Financeiro,NORMAL
01/10/2025,Suporte (Tickets),26,30,Atendimento,URGENTE
01/10/2025,Tempo de Entrega (Horas),36,24,Logística,NORMAL
01/10/2025,Novos Leads B2B,13,15,Marketing,URGENTE
01/10/2025,Disponibilidade Site (%),98,99,TI,ALERTA
02/10/2025,Eletrônicos (Laptops),116,80,Vendas,NORMAL
02/10/2025,Acessórios (Cabos/Baterias),186,250,Logística,CRÍTICA
02/10/2025,Linha Branca (Washing Machines),40,20,Vendas,NORMAL
02/10/2025,Total faturado (USD),13519,15000,Financeiro,URGENTE
02/10/2025,Suporte (Tickets),21,30,Atendimento,URGENTE
02/10/2025,Tempo de Entrega (Horas),70,24,Logística,NORMAL
02/10/2025,Novos Leads B2B,45,15,Marketing,NORMAL
02/10/2025,Disponibilidade Site (%),121,99,TI,NORMAL
03/10/2025,Eletrônicos (Laptops),61,80,Vendas,URGENTE
03/10/2025,Acessórios (Cabos/Baterias),259,250,Logística,NORMAL
03/10/2025,Linha Branca (Washing Machines),41,20,Vendas,NORMAL
03/10/2025,Total faturado (USD),12340,15000,Financeiro,ALERTA
03/10/2025,Suporte (Tickets),29,30,Atendimento,URGENTE
03/10/2025,Tempo de Entrega (Horas),57,24,Logística,NORMAL
03/10/2025,Novos Leads B2B,12,15,Marketing,URGENTE
03/10/2025,Disponibilidade Site (%),114,99,TI,NORMAL
04/10/2025,Eletrônicos (Laptops),58,80,Vendas,CRÍTICA
04/10/2025,Acessórios (Cabos/Baterias),277,250,Logística,NORMAL
04/10/2025,Linha Branca (Washing Machines),15,20,Vendas,URGENTE
04/10/2025,Total faturado (USD),10678,15000,Financeiro,URGENTE
04/10/2025,Suporte (Tickets),23,30,Atendimento,URGENTE
04/10/2025,Tempo de Entrega (Horas),23,24,Logística,CRÍTICA
04/10/2025,Novos Leads B2B,11,15,Marketing,URGENTE
04/10/2025,Disponibilidade Site (%),73,99,TI,ALERTA
05/10/2025,Eletrônicos (Laptops),76,80,Vendas,ALERTA
05/10/2025,Acessórios (Cabos/Baterias),181,250,Logística,URGENTE
05/10/2025,Linha Branca (Washing Machines),36,20,Vendas,NORMAL
05/10/2025,Total faturado (USD),14640,15000,Financeiro,URGENTE
05/10/2025,Suporte (Tickets),31,30,Atendimento,NORMAL
05/10/2025,Tempo de Entrega (Horas),21,24,Logística,URGENTE
05/10/2025,Novos Leads B2B,12,15,Marketing,ALERTA
05/10/2025,Disponibilidade Site (%),145,99,TI,NORMAL
06/10/2025,Eletrônicos (Laptops),89,80,Vendas,NORMAL
06/10/2025,Acessórios (Cabos/Baterias),209,250,Logística,CRÍTICA
06/10/2025,Linha Branca (Washing Machines),44,20,Vendas,NORMAL
06/10/2025,Total faturado (USD),15043,15000,Financeiro,NORMAL
06/10/2025,Suporte (Tickets),24,30,Atendimento,ALERTA
06/10/2025,Tempo de Entrega (Horas),20,24,Logística,URGENTE
06/10/2025,Novos Leads B2B,13,15,Marketing,ALERTA
06/10/2025,Disponibilidade Site (%),141,99,TI,NORMAL
07/10/2025,Eletrônicos (Laptops),76,80,Vendas,ALERTA
07/10/2025,Acessórios (Cabos/Baterias),255,250,Logística,NORMAL
07/10/2025,Linha Branca (Washing Machines),35,20,Vendas,NORMAL
07/10/2025,Total faturado (USD),15032,15000,Financeiro,NORMAL
07/10/2025,Suporte (Tickets),78,30,Atendimento,NORMAL
07/10/2025,Tempo de Entrega (Horas),33,24,Logística,NORMAL
07/10/2025,Novos Leads B2B,13,15,Marketing,URGENTE
07/10/2025,Disponibilidade Site (%),117,99,TI,NORMAL
08/10/2025,Eletrônicos (Laptops),117,80,Vendas,NORMAL
08/10/2025,Acessórios (Cabos/Baterias),236,250,Logística,URGENTE
08/10/2025,Linha Branca (Washing Machines),18,20,Vendas,URGENTE
08/10/2025,Total faturado (USD),15029,15000,Financeiro,NORMAL
08/10/2025,Suporte (Tickets),28,30,Atendimento,URGENTE
08/10/2025,Tempo de Entrega (Horas),41,24,Logística,NORMAL
08/10/2025,Novos Leads B2B,12,15,Marketing,URGENTE
08/10/2025,Disponibilidade Site (%),121,99,TI,NORMAL
09/10/2025,Eletrônicos (Laptops),61,80,Vendas,URGENTE
09/10/2025,Acessórios (Cabos/Baterias),204,250,Logística,URGENTE
09/10/2025,Linha Branca (Washing Machines),34,20,Vendas,NORMAL
09/10/2025,Total faturado (USD),15004,15000,Financeiro,NORMAL
09/10/2025,Suporte (Tickets),25,30,Atendimento,ALERTA
09/10/2025,Tempo de Entrega (Horas),29,24,Logística,NORMAL
09/10/2025,Novos Leads B2B,14,15,Marketing,URGENTE
09/10/2025,Disponibilidade Site (%),133,99,TI,NORMAL
10/10/2025,Eletrônicos (Laptops),79,80,Vendas,URGENTE
10/10/2025,Acessórios (Cabos/Baterias),232,250,Logística,URGENTE
10/10/2025,Linha Branca (Washing Machines),55,20,Vendas,NORMAL
10/10/2025,Total faturado (USD),12119,15000,Financeiro,URGENTE
10/10/2025,Suporte (Tickets),29,30,Atendimento,ALERTA
10/10/2025,Tempo de Entrega (Horas),33,24,Logística,NORMAL
10/10/2025,Novos Leads B2B,15,15,Marketing,URGENTE
10/10/2025,Disponibilidade Site (%),147,99,TI,NORMAL
11/10/2025,Eletrônicos (Laptops),121,80,Vendas,NORMAL
11/10/2025,Acessórios (Cabos/Baterias),250,250,Logística,CRÍTICA
11/10/2025,Linha Branca (Washing Machines),14,20,Vendas,URGENTE
11/10/2025,Total faturado (USD),15004,15000,Financeiro,NORMAL
11/10/2025,Suporte (Tickets),69,30,Atendimento,NORMAL
11/10/2025,Tempo de Entrega (Horas),49,24,Logística,NORMAL
11/10/2025,Novos Leads B2B,50,15,Marketing,NORMAL
11/10/2025,Disponibilidade Site (%),87,99,TI,URGENTE
12/10/2025,Eletrônicos (Laptops),56,80,Vendas,URGENTE
12/10/2025,Acessórios (Cabos/Baterias),212,250,Logística,ALERTA
12/10/2025,Linha Branca (Washing Machines),53,20,Vendas,NORMAL
12/10/2025,Total faturado (USD),13965,15000,Financeiro,CRÍTICA
12/10/2025,Suporte (Tickets),72,30,Atendimento,NORMAL
12/10/2025,Tempo de Entrega (Horas),23,24,Logística,CRÍTICA
12/10/2025,Novos Leads B2B,15,15,Marketing,URGENTE
12/10/2025,Disponibilidade Site (%),79,99,TI,URGENTE
13/10/2025,Eletrônicos (Laptops),68,80,Vendas,ALERTA
13/10/2025,Acessórios (Cabos/Baterias),259,250,Logística,NORMAL
13/10/2025,Linha Branca (Washing Machines),25,20,Vendas,NORMAL
13/10/2025,Total faturado (USD),15042,15000,Financeiro,NORMAL
13/10/2025,Suporte (Tickets),68,30,Atendimento,NORMAL
13/10/2025,Tempo de Entrega (Horas),17,24,Logística,URGENTE
13/10/2025,Novos Leads B2B,13,15,Marketing,URGENTE
13/10/2025,Disponibilidade Site (%),75,99,TI,URGENTE
14/10/2025,Eletrônicos (Laptops),77,80,Vendas,ALERTA
14/10/2025,Acessórios (Cabos/Baterias),279,250,Logística,NORMAL
14/10/2025,Linha Branca (Washing Machines),65,20,Vendas,NORMAL
14/10/2025,Total faturado (USD),12606,15000,Financeiro,ALERTA
14/10/2025,Suporte (Tickets),22,30,Atendimento,URGENTE
14/10/2025,Tempo de Entrega (Horas),36,24,Logística,NORMAL
14/10/2025,Novos Leads B2B,51,15,Marketing,NORMAL
14/10/2025,Disponibilidade Site (%),108,99,TI,NORMAL
15/10/2025,Eletrônicos (Laptops),97,80,Vendas,NORMAL
15/10/2025,Acessórios (Cabos/Baterias),200,250,Logística,URGENTE
15/10/2025,Linha Branca (Washing Machines),15,20,Vendas,ALERTA
15/10/2025,Total faturado (USD),15014,15000,Financeiro,NORMAL
